source1_entity_id	candidate_entity_ids
S1-99098432	S2-518444385,S3-782557859,S3-255029803,S3-553464840,S3-297801330,S3-21250177,S2-753618829,S2-651461416,S2-120300748,S2-775555251,S2-943813960,S2-247909335,S2-716863503,S2-525544135,S2-345443624,S2-522004411,S2-589103485,S2-91051514,S2-860943347,S2-336715976,S2-843253918,S2-409544847,S2-666988750,S2-463216483,S2-832737171,S2-997583588,S2-192312865,S2-221643753,S2-237387695,S2-590799047,S2-865788556,S2-796606339,S2-526485547,S2-344397151,S2-75511651,S2-652356461,S2-305518448,S2-765110766,S2-80283884,S2-938846865,S2-806058095,S2-960666794,S2-470904117,S2-392362533,S2-668025282,S2-311498543,S2-291344129,S2-860779195,S2-187387138,S2-166173801,S2-513613584,S2-459969671,S2-961941974,S2-750281946,S2-58929129,S2-135302132,S2-813878794,S2-703306274,S2-977064621,S2-616637545
S1-8731816	S2-102958975,S2-706036703,S3-613959413,S3-981643645,S3-44173054,S3-621892183,S3-121741966,S2-347970292,S3-536111343,S2-775523121,S2-217900075,S2-17690219,S2-520706864,S2-28302837,S2-371678985,S2-715192817,S2-673035613,S2-847687010,S2-659711649,S2-731625869,S2-420814161,S2-259282383,S2-85036958,S2-764179503,S2-172339850,S2-971438250,S2-385544304,S2-666192613,S2-213410962,S2-626785223,S2-533690074,S2-48974459,S2-338638004,S2-916868130,S2-580173238,S2-482056675,S2-329388918,S2-292587641,S2-348920128,S2-524299800,S2-775389391,S2-429891816,S2-337417609,S2-750780704,S2-906789181,S2-676368068,S2-448626177,S2-976721780,S2-71850350,S2-77314393,S2-674822594,S2-163195955,S2-341168532,S2-218575570,S2-339358981,S2-125539487,S2-342016797,S2-55724858,S2-6830028,S2-524884377
S1-864093388	S2-833094944,S2-346858102,S2-952847200,S2-93190837,S2-543138383,S2-460498664,S2-898478551,S2-194169678,S2-565583648,S2-881203528,S2-18365563,S2-158075386,S2-213627353,S2-759576212,S2-784422312,S2-507927248,S2-942674973,S2-505323502,S2-629741190,S2-170965040,S2-99949567,S2-296211542,S2-481711745,S2-646407419,S2-711765828,S2-65165168,S2-330198400,S2-56251410,S2-194309469,S2-910004432,S2-883816539,S2-193919693,S2-950799643,S2-422340658,S2-390727634,S2-234630261,S2-604257750,S2-19332699,S2-745482933,S3-20921507,S3-459636370,S3-962107185,S3-208763638,S3-779449503,S3-311270952,S3-237912211,S3-107533739,S3-994228231,S3-999284976,S3-9703317,S3-996333266,S3-60386677,S3-530169080,S3-210904359,S3-110941457,S3-456540317,S3-922509128,S3-218192451,S3-656904711,S3-163795009
S1-653023012	S3-874828939,S3-905559758,S3-902784279,S2-239070834,S2-263212704,S2-687964286,S2-31024612,S2-635956294,S2-78267304,S2-43726668,S2-693647039,S2-366167363,S2-102783107,S2-59928467,S2-26707830,S2-189850242,S2-372420557,S2-72346937,S2-631921723,S2-822440446,S2-51377709,S2-204964383,S2-532950722,S2-563846314,S2-993314144,S2-619289579,S2-541028987,S2-813142135,S2-506025373,S2-863235387,S2-931417905,S2-870855126,S2-913297283,S2-21757371,S2-818426838,S2-500222489,S2-573614840,S2-405303215,S2-270734497,S2-245051697,S2-886117102,S2-670437611,S2-155153181,S2-185957740,S2-794045876,S2-524920104,S2-106929712,S2-777238810,S2-464420240,S2-274462666,S2-78728998,S2-583210785,S2-830032513,S2-435578578,S2-329328518,S2-959057889,S2-704292006,S2-439731977,S2-67088156,S2-609199232
S1-847840310	S3-749507364,S3-832506571,S3-234444005,S2-319807337,S2-305637735,S2-23519898,S2-167452033,S2-542091612,S2-577204741,S2-168671268,S2-119978591,S2-203099050,S2-288105033,S2-632544258,S2-192407921,S2-531061231,S2-667045157,S2-781805435,S2-862989474,S2-621225139,S2-570831897,S2-877613262,S2-14624358,S2-973692550,S2-433401086,S2-435662459,S2-525907074,S2-464669891,S2-448527485,S2-964336613,S2-2623009,S2-861923924,S2-839149259,S2-405484687,S2-444286133,S2-498674876,S2-642846281,S2-618822531,S2-505815768,S2-566454676,S2-622920614,S2-912562210,S2-607748457,S2-24648276,S2-277343730,S2-487017087,S2-414949447,S2-950439453,S2-105239273,S2-145083392,S2-19711234,S2-70358441,S3-1062100,S3-738601650,S3-831697299,S3-208520456,S3-611447625,S3-261286920,S3-289310355,S3-404861973
S1-504035501	S3-613087360,S3-663893773,S3-721649506,S3-584402685,S2-257520714,S2-906842440,S2-841071717,S2-691721675,S2-68441818,S2-37602927,S2-788344240,S2-913712414,S2-525815178,S2-450990494,S2-751332397,S2-191907859,S2-944564352,S2-227964434,S2-841559379,S2-486015236,S2-75064447,S2-67221761,S2-25994172,S2-435279979,S2-362737267,S2-540129171,S2-270064724,S2-598015542,S2-667400024,S2-587327882,S2-53825843,S2-25795332,S2-424666789,S2-670929736,S2-379062071,S2-423824928,S2-279963538,S2-502030345,S2-234234062,S2-873456737,S2-897936419,S2-247498799,S2-126630029,S2-706320436,S2-275909592,S2-815369018,S2-390141083,S2-912974746,S2-546192844,S2-138034641,S2-936711991,S2-700465430,S2-739459202,S2-623657777,S2-76266846,S2-534747277,S2-617853586,S2-898130491,S2-744698368,S2-502764308
S1-324844623	S3-109194980,S3-974216382,S3-445599621,S2-899542587,S2-674483606,S2-597814989,S2-561166959,S2-396538001,S2-117184155,S2-928635359,S2-544842505,S2-570347335,S2-926583515,S2-678373967,S2-348752606,S2-147569332,S2-114477802,S2-337389098,S2-435063162,S2-891749952,S2-695751787,S2-559274002,S2-319681141,S2-487439097,S2-984783037,S2-555716915,S2-209671063,S2-615758986,S2-154569708,S2-179278937,S2-64719085,S2-170714258,S2-391668744,S2-711313605,S2-306922175,S2-629412492,S2-171153417,S2-6214076,S2-443193800,S2-560801662,S2-62829824,S2-935207527,S2-271407604,S2-309729524,S2-937785155,S2-412583689,S2-919782681,S2-388584867,S2-422584264,S2-215390378,S2-546946027,S2-663701892,S2-345689441,S2-252942737,S2-163678337,S2-98049297,S2-381633929,S2-955572278,S2-279694093,S2-100676991
S1-204631479	S2-504393659,S2-737499898,S2-987123781,S2-998468748,S2-733645366,S2-211841626,S2-786123845,S2-352669081,S2-518396562,S2-667838369,S2-429225669,S2-794381417,S2-715442998,S2-685492859,S2-792719469,S2-433188453,S2-643099434,S2-398059219,S2-135097802,S2-714062302,S2-394085708,S2-56558931,S2-110173481,S2-691594957,S2-813451974,S2-96163213,S2-360706152,S2-385554587,S2-350375421,S2-9915242,S2-953627813,S2-24523123,S2-679858510,S2-971983289,S2-73057642,S2-76046057,S2-935296845,S2-274157392,S2-661856237,S2-294879981,S2-888329051,S2-446843135,S2-710465582,S2-413616143,S2-742394166,S2-846468494,S2-556784972,S2-225307912,S2-426617325,S2-417271507,S2-362552410,S2-852795953,S2-83413598,S2-894686856,S2-94486281,S2-634009734,S2-214391519,S2-160343382,S2-581048946,S2-208225322
S1-320500349	S2-548859856,S3-637555187,S3-196819598,S2-196653194,S2-778066743,S3-285989741,S3-812024797,S3-520880950,S3-906054938,S3-92527707,S3-23747762,S3-226767258,S3-284142594,S3-97536863,S3-226346096,S3-279985437,S2-688559828,S2-17829343,S2-880221471,S2-62807249,S2-953965038,S2-434115864,S2-412924624,S2-345973945,S2-876628765,S2-653202531,S2-482661389,S2-651161449,S2-443169766,S2-22634007,S2-213971530,S2-403346293,S2-642456181,S2-852448930,S3-548981760,S3-715962146,S3-149737393,S3-374836785,S3-734614725,S3-599948863,S3-179012918,S3-276446583,S3-794543580,S3-217874671,S3-936501990,S3-299581499,S3-126199992,S3-508070495,S3-795459276,S3-794017651,S3-66859845,S3-786707926,S3-714025473,S3-447778822,S3-630895046
S1-455312242	S2-246409155,S3-47563913,S2-302631256,S2-105897776,S2-634089653,S2-781842840,S2-946354162,S2-280604389,S3-742434278,S3-580325729,S3-350386820,S3-364316022,S3-805137328,S3-639906802,S3-981381929,S3-435384670,S3-56671871,S3-473050233,S2-313905133,S2-923816782,S2-796991793,S2-165898626,S2-547792042,S2-673317537,S2-450038746,S2-902499230,S2-480685367,S2-782532258,S2-746370141,S2-437254036,S2-788628222,S2-105744335,S2-304713900,S2-800070935,S2-116390537,S2-551281247,S2-926001316,S2-978100588,S2-11366113,S2-628914147,S2-823448172,S2-652899117,S2-94378070,S2-343311329,S2-805328552,S2-301114007,S2-996027273,S2-814460787,S2-495748996,S2-104647725,S2-434115864,S2-913569884,S2-644663956,S2-1769438,S2-945210740,S2-428542220,S2-635214615,S2-830877340,S2-394841853,S2-238610421
S1-822340043	S2-483766529,S2-821351368,S3-445839857,S3-818586107,S2-517052330,S2-704436264,S2-206103325,S2-771559392,S2-987220761,S3-188532550,S3-230966816,S3-414492171,S3-59800002,S3-143368127,S2-498001172,S2-284443327,S2-670663980,S2-528560376,S3-777897966,S3-909781304,S3-758529261,S2-492701251,S3-853946241,S2-134222053,S2-306662879,S2-927314659,S2-274467769,S2-381036664,S2-119450288,S2-378406516,S3-339048529,S3-561493780,S3-521539344,S3-870914967,S3-402007547,S3-766484548,S3-186013754,S3-834382411,S3-765015180,S3-412755974,S3-260771856,S3-151612641,S3-181516977,S3-997798547,S3-796830033,S2-57063876,S2-885676100,S2-502147308,S2-914506764,S2-870080655,S2-894314252,S2-909340193,S2-889090744,S2-218549907,S2-119343075,S2-809060165,S2-884865921,S2-54086444,S2-179862862,S2-650426274
S1-672928103	S3-372548660,S3-979290989,S2-4583532,S2-619541530,S2-757634461,S2-823920968,S2-449821738,S2-68674999,S2-472276357,S2-37036458,S2-374144739,S2-58023667,S2-164103786,S2-874925728,S2-259910747,S3-359754423,S3-654540831,S3-304042663,S3-157537682,S3-541454922,S3-777637107,S3-724698603,S3-776776125,S3-683583884,S3-868125493,S3-337003250,S3-369632994,S2-451242939,S2-833957018,S3-581697848,S3-108303358,S2-396473325,S2-324033377,S2-67750155,S3-79241506,S3-582648396,S3-223315747,S2-785863261,S2-138374856,S2-751803074,S2-467692533,S2-645068425,S2-753530212,S2-675851706,S2-272151399,S2-781343599,S2-556569978,S2-812822016,S2-627136372,S2-785545159,S2-573437116,S2-339944184,S2-196486961,S2-65100339,S2-461558816,S2-569468015,S2-751534516,S2-163310266,S2-875764605,S2-439198462
S1-114167540	S3-428797358,S2-649702926,S2-583114929,S2-710233773,S2-445598380,S2-75328302,S2-339500407,S2-17235825,S2-495870962,S2-263024876,S2-346644481,S2-589350155,S2-226231650,S2-1855489,S2-146077302,S2-302380669,S2-944210661,S2-577204741,S2-435541558,S2-37080803,S2-844951699,S2-99438370,S2-863913658,S2-183256763,S2-858230680,S2-604867386,S2-238991764,S2-370919988,S2-10204223,S2-3559692,S2-137062847,S2-251115906,S2-97935949,S2-217058300,S2-494152946,S2-140346380,S2-257058436,S2-971735868,S2-310153348,S2-390572031,S2-77241306,S2-972244054,S2-605757734,S2-153275752,S2-303995574,S2-550655292,S2-247431016,S2-440182093,S2-743735511,S2-298806819,S2-547059865,S2-43384829,S2-780367808,S2-762310335,S2-12116471,S2-135506804,S2-102002062,S2-805329478,S2-633442633,S2-462209155
S1-66154351	S3-89442936,S2-858647400,S3-735521771,S2-633888738,S2-170890750,S2-198322712,S2-805068624,S2-587119929,S2-719636913,S2-861748088,S2-628882694,S2-987155618,S2-40233028,S2-124955258,S2-135743632,S2-990799777,S2-407444020,S2-910593325,S2-910251810,S2-762538561,S2-180233269,S2-960731357,S2-70475656,S2-513577693,S2-74912632,S2-722747955,S2-280474898,S2-554712754,S2-571382014,S2-84098381,S2-90530348,S2-772149078,S2-801097179,S2-142847054,S2-702632115,S2-74457513,S2-661745417,S2-617351435,S2-230185861,S2-604979180,S2-463203017,S2-501600114,S2-920069304,S2-633868510,S2-521426436,S2-398919927,S2-569418851,S2-388869024,S2-61815300,S2-413382295,S2-275027632,S2-188749055,S2-340859963,S2-77639793,S2-705156207,S2-505185832,S2-18216724,S2-279243490,S2-958907978,S2-63367724
S1-749578382	S2-110904364,S2-219268710,S2-757918548,S3-342523923,S3-54808490,S3-451888694,S3-377060072,S3-862115387,S3-708337376,S3-596206766,S3-131999696,S3-827588098,S2-259518956,S2-788202392,S2-123749916,S2-54894609,S3-461931434,S3-234884020,S2-411224156,S3-373781463,S2-835489415,S2-5882373,S2-802693248,S2-580599447,S2-266592280,S2-303201573,S2-727756641,S2-85856138,S2-920706385,S2-259254879,S2-987434889,S2-983744163,S2-23739905,S2-988371892,S2-175696582,S2-15571876,S2-317931503,S2-592250864,S2-487248093,S2-824132334,S2-155138353,S2-944219062,S2-386724887,S2-299149415,S2-122663086,S2-526434956,S2-414037284,S2-219731897,S2-901862694,S2-633188544,S2-27738520,S2-625665790,S2-254797379,S2-963975854,S2-151429693,S2-904573383,S2-163144320,S2-957669373,S2-25059972,S2-126154534
S1-713906479	S2-505281043,S2-497311420,S2-100647056,S2-991126031,S2-538214016,S2-544674535,S2-600871405,S2-209320819,S2-854539909,S2-598895451,S2-732647268,S2-722747955,S2-443767849,S2-565578979,S2-281814132,S2-930209084,S2-69729202,S2-328522961,S2-163741163,S2-261591814,S2-262934077,S2-480545250,S2-977525819,S2-820878461,S2-89642010,S2-855154806,S2-325448542,S2-174993395,S2-609835816,S2-272486048,S2-121075922,S2-669273624,S2-777286804,S2-818869793,S2-129520807,S2-301605276,S2-317733534,S2-774586868,S2-421649508,S3-338692931,S3-37392694,S3-447659838,S3-665406219,S3-956798263,S3-211230794,S3-34352179,S3-238309087,S3-628325063,S3-555578049,S3-462208858,S3-734858178,S3-153964012,S3-192679481,S3-57830857,S3-428370861,S3-655163463,S3-458701040,S3-419972694,S3-32900522,S3-38878462
S1-209461488	S3-140360211,S2-401962585,S2-270708146,S2-372401984,S2-429176304,S2-587812193,S2-984100675,S2-875282236,S2-188227401,S2-96566202,S3-608877042,S3-896715825,S3-376829862,S3-124205727,S3-405579360,S3-218571667,S2-879945459,S2-459732868,S2-276208795,S2-11747845,S2-28348802,S2-173667890,S2-965136001,S2-15431098,S2-579413969,S2-667015267,S2-756681559,S2-929258957,S3-501061754,S3-37275366,S3-501436200,S3-669209714,S3-77243242,S3-940030301,S3-633237067,S3-882668495,S3-680826546,S3-132577389,S3-987925596,S2-984790670,S2-149492730,S2-396366670,S2-505969853,S2-399638826,S2-314417915,S2-425661446,S2-635292990,S2-347016188,S2-525621964,S2-763533168,S2-433321114,S2-103334562,S2-794347476,S2-217397065,S2-294903186,S2-736508424,S2-302948805,S2-670313323,S2-918367197,S2-194927452
S1-516261021	S3-402689461,S3-237073841,S2-313017868,S2-312571712,S2-626761254,S2-521485245,S2-953744243,S3-130647528,S2-676069227,S2-544508980,S2-173133274,S2-399597228,S2-66062632,S2-646218526,S2-532673061,S2-692712904,S2-555538635,S2-971258085,S2-369952160,S2-695151021,S3-290413216,S3-426841379,S3-378256389,S3-322521482,S3-191221379,S3-156593466,S3-827428297,S3-136097957,S3-315146225,S3-944850730,S2-533305208,S2-584072405,S2-350216748,S2-865296385,S2-776085512,S2-169701692,S2-974479697,S2-109539699,S2-273602723,S2-614454301,S2-313116693,S2-939075704,S2-502124284,S2-536110477,S2-331301868,S2-191481826,S2-520446197,S2-573152653,S2-66500273,S2-215194266,S2-318919619,S2-363980567,S2-611759661,S2-752804561,S2-652589950,S2-641739262,S2-207797561,S2-221177963,S2-612503689,S3-873113499
S1-871104119	S3-778343866,S3-21929091,S2-810569289,S2-366089221,S3-723266487,S3-882873695,S2-144917152,S2-275091039,S3-466523313,S3-77893000,S3-40751446,S2-439055696,S2-714953620,S2-645330149,S2-308793333,S2-768046892,S2-154868460,S2-632743033,S2-790517466,S2-17488922,S2-985658157,S2-601855030,S2-814024394,S2-492701251,S2-535986976,S2-204145464,S2-66185854,S2-538618768,S2-403155524,S2-123309796,S2-505474207,S2-209361055,S2-557894998,S2-647386256,S2-869464148,S2-336153951,S2-878557010,S2-989789577,S2-878414602,S2-771547164,S2-779201812,S2-479420119,S2-240189866,S2-545780191,S2-772475174,S2-637236940,S2-120317674,S2-654214983,S2-310379746,S2-802514668,S2-38695849,S2-736896598,S2-33039131,S2-736941540,S2-536578961,S2-583183683,S2-794194182,S2-631349366,S2-241009114,S2-161451014
S1-67005936	S3-897783832,S3-775278161,S3-95889493,S2-788344240,S2-227964434,S2-700465430,S3-70784381,S3-58404053,S3-331588542,S3-57929830,S3-892183719,S3-703116759,S2-534182089,S2-52477663,S2-560320223,S2-800321271,S2-149091099,S2-881711340,S2-873673191,S2-876885704,S2-159470144,S2-314773426,S2-17365397,S2-89222366,S2-999090914,S2-384790895,S2-18161694,S3-450152589,S3-95011610,S3-254036412,S3-880852702,S3-838685346,S3-963685089,S3-112771573,S3-43962098,S3-662513108,S3-585496592,S3-615413902,S3-881208361,S3-282340302,S3-372137843,S3-888420248,S3-337741563,S3-811931307,S3-53684837,S3-634276753,S3-652100230,S3-881060194,S2-257520714,S2-906842440,S2-841071717,S2-691721675,S2-68441818,S2-37602927,S2-913712414,S2-525815178,S2-450990494,S2-751332397,S2-191907859,S2-944564352
S1-713921409	S2-614636774,S2-156493944,S2-406235619,S2-44737191,S3-623128386,S3-770184064,S2-247144607,S2-885591241,S2-462271583,S2-766847399,S2-134479825,S2-238802639,S2-923379319,S2-834411985,S2-366735993,S2-63500610,S2-496826058,S2-788892634,S2-159135999,S2-202625014,S2-997726511,S2-332785928,S2-305368374,S2-290908330,S2-260376700,S2-464785278,S2-719376925,S2-821085827,S2-882898819,S2-582757688,S2-314045220,S2-392878555,S2-351807884,S2-383308939,S2-259017641,S2-341339244,S2-696249827,S2-507823990,S2-190339169,S2-682457310,S2-932569098,S2-699420967,S2-243853430,S2-571611861,S2-720577678,S2-529079316,S2-464420240,S2-354458833,S2-229257761,S2-107102017,S2-923416551,S2-116794059,S2-447335029,S2-21406571,S2-869638559,S2-865398869,S2-186118615,S2-933051105,S2-981096713,S2-189645148
S1-329237081	S2-247500437,S2-180707864,S3-135361400,S3-381413594,S2-419872808,S2-506938155,S3-672525650,S3-630617860,S3-950906400,S2-883345444,S3-224295916,S3-306860105,S2-973495524,S2-613680891,S2-883819340,S2-479124662,S2-716479859,S2-581323230,S2-675337024,S2-342141197,S2-544842505,S2-244482474,S2-482188735,S2-841197515,S2-149518359,S2-157044011,S2-679793703,S2-607743000,S2-662894295,S2-381760959,S2-550729669,S2-777554713,S2-544823081,S2-167492889,S2-938907635,S2-692854899,S2-417365313,S2-825863896,S2-101536541,S2-630787123,S2-762072837,S2-138516140,S2-782550869,S2-528520252,S2-476721040,S2-261671039,S2-650289538,S2-789516288,S2-998604773,S2-730590985,S2-848362120,S2-293953670,S2-834419088,S2-931291627,S2-806125481,S2-960085155,S2-454730079,S2-701995059,S2-791827745,S2-271407604
S1-285617979	S3-617524788,S2-278569462,S2-394591233,S2-839049799,S3-145771186,S3-212329602,S3-355877482,S3-450266248,S2-61872958,S2-626691513,S2-630393366,S2-518026867,S2-283614605,S2-978665122,S2-608315406,S2-485319986,S2-734375486,S2-727017825,S2-272267175,S2-205894774,S2-641210906,S2-455772270,S2-980054692,S2-407520853,S2-658702082,S2-285861491,S3-558454374,S3-495446129,S3-3902693,S3-864190225,S3-770180162,S3-330054533,S3-107173688,S3-840860595,S3-476486461,S3-118722473,S3-617007159,S3-848536105,S3-925938220,S3-956350173,S3-33565073,S3-340794500,S3-368689221,S3-686493749,S3-99066170,S3-265092632,S3-538331776,S3-632429610,S3-995798407,S3-332822808,S2-681217767,S2-595010045,S2-674313070,S2-320267936,S2-632252306,S2-670771712,S2-690262598,S2-796048079,S2-77971071,S2-130729441
S1-861759929	S3-233959742,S2-811798347,S2-536441219,S3-236755404,S3-98685182,S3-739340842,S3-623977843,S3-107203254,S2-520089106,S2-438931105,S3-779182689,S3-331891761,S2-935957493,S3-944034768,S3-559500457,S2-872782933,S2-960258531,S2-830131819,S2-558211503,S2-956867829,S2-450649420,S2-722659922,S2-631563082,S2-994654970,S2-716863503,S2-287849452,S2-255554320,S2-179278937,S2-818243239,S2-627809306,S2-40757259,S2-856478884,S2-242613344,S2-205874870,S2-436801310,S2-843189997,S2-893235127,S2-501600114,S2-516681311,S2-809323704,S2-442385451,S2-75527216,S2-679897677,S2-348353080,S2-119024914,S2-154896876,S2-772213184,S2-184872024,S2-396870644,S2-16504889,S2-756113405,S2-99433992,S2-639374883,S2-482047859,S2-805072773,S2-634607479,S2-165426878,S2-68243113,S2-835924702,S2-575963641
S1-292595404	S3-727358297,S3-704557471,S3-381895093,S3-727479527,S2-910686979,S2-29620383,S2-159451399,S2-702224383,S2-125865200,S2-916041755,S3-435742150,S3-695292054,S2-258354229,S2-191000745,S2-777797333,S2-435347111,S2-954628597,S3-574636146,S3-250626764,S3-452853364,S3-753124922,S3-746024645,S3-727554745,S3-792671879,S2-973405019,S2-469205972,S2-31222911,S2-357515538,S2-583681386,S2-787346516,S2-318793847,S2-237387695,S2-305807694,S2-668805682,S2-925950824,S2-449452467,S2-11670369,S2-944394616,S2-868282600,S2-675481057,S2-655186167,S2-72894107,S2-456487662,S2-724998574,S2-581467168,S2-560796320,S2-221826510,S2-493189574,S2-327046626,S2-571232685,S2-612888472,S2-43694646,S2-234430688,S2-938322126,S2-691717619,S2-548977505,S2-278055453,S2-167905118,S2-587590968,S3-222306979
S1-28341566	S2-922112989,S3-293277162,S2-278761051,S2-236602834,S2-705921678,S2-426933123,S2-324335779,S2-128164709,S2-584668529,S2-124183446,S2-634714685,S2-878964413,S2-317694661,S2-135762718,S2-119987073,S2-860859427,S2-506938155,S2-730445518,S2-935119984,S2-5425959,S2-65100339,S2-142159485,S2-760677098,S2-169345315,S2-36107771,S2-819400589,S2-298102884,S2-550980320,S2-43007466,S3-30551231,S3-267833484,S3-720770107,S3-533167973,S3-573972920,S3-505795322,S3-289603522,S3-642317943,S3-905375827,S3-985460084,S3-27007462,S3-162998773,S3-525863494,S3-92972040,S3-114130498,S3-403356123,S2-576796395,S2-72145615,S3-420329208,S3-466782630,S2-899621500,S3-837486526,S3-459722947,S3-582267522,S2-658886344,S2-929103679,S2-600860109,S2-801077041,S2-344390896,S2-941100325,S2-248233059
S1-803016938	S2-501738846,S2-420124964,S3-377040397,S2-997272102,S3-487257249,S2-420681243,S2-835489415,S2-571702479,S2-995247915,S2-879745998,S2-987011079,S2-946302052,S2-80452903,S2-848752313,S2-967228716,S2-913895904,S2-265897176,S2-456942765,S2-303959826,S2-213784445,S2-449351856,S2-67158439,S2-763009269,S2-518682477,S2-853566489,S2-170087651,S2-568389938,S2-774420919,S2-699767896,S2-72490019,S2-267764375,S2-133942856,S2-828956916,S2-43571158,S2-409352582,S2-998929846,S2-880146558,S2-239300853,S2-521820136,S2-730867358,S2-972177873,S2-454971966,S2-576319700,S2-728027806,S2-878965273,S2-955403294,S2-761973213,S2-362737267,S2-354514418,S2-249800858,S2-34019755,S2-328509926,S2-803119930,S2-855056441,S2-254524746,S2-918190231,S2-127446992,S2-109839470,S2-482975554,S2-455380159
S1-973310935	S2-493344304,S3-312981662,S2-17270936,S2-213723831,S2-704125901,S2-978452416,S2-146955631,S2-364299259,S2-101425912,S2-613524986,S2-158081740,S2-474310048,S3-775751914,S3-127969688,S3-926992413,S3-545593814,S3-978714198,S3-416701452,S3-413343339,S3-92891445,S3-69434887,S3-655167151,S2-99572113,S2-194651734,S2-755626247,S2-58806430,S2-672107567,S2-552175225,S2-999668425,S2-79433983,S2-202426419,S2-24286778,S2-257374887,S2-22855667,S2-494688754,S2-31831293,S2-831669699,S3-501865392,S3-332039840,S3-988261331,S3-170271354,S3-39709854,S3-480550295,S3-498927268,S3-123529200,S3-267510270,S3-777030599,S3-605642808,S3-878811423,S3-453256963,S3-666340317,S3-3839174,S3-395239869,S2-61675814,S2-869919762,S2-301193219,S3-328197877,S2-405552335,S2-522757543,S2-722536415
S1-92606707	S2-380877204,S2-544864489,S3-699527686,S3-842373231,S3-301223479,S3-862160200,S3-286417316,S2-86917411,S2-342790091,S2-148614998,S2-403476558,S2-717201533,S2-401513784,S2-971378991,S2-310322327,S2-639170764,S2-841480505,S2-646027073,S2-622963047,S2-724700602,S2-353434441,S2-169671873,S2-989098108,S2-512860425,S2-956552601,S2-738378117,S2-225538585,S2-225835857,S2-132447434,S2-217954506,S2-315328338,S2-715228175,S2-664615263,S2-264017036,S2-889891267,S2-303014768,S2-237974048,S2-185013334,S2-28207614,S2-371135570,S2-676196560,S2-791580552,S2-521066453,S2-730880364,S2-852133919,S2-681029671,S2-337081681,S2-813733153,S2-770743922,S2-381708555,S2-17030293,S2-54799801,S2-532086300,S2-531061231,S2-279270783,S2-334776567,S2-900517904,S2-431414640,S2-376616809,S2-825908631
S1-694745232	S3-919632385,S3-528558303,S3-920079272,S3-895926077,S2-912619584,S2-458816444,S2-439086559,S2-422874406,S2-644849827,S2-996977263,S2-310804930,S2-681887579,S2-23890139,S2-112751482,S2-474006003,S2-274390379,S2-673603996,S2-328717499,S2-938622109,S2-237828025,S2-360706152,S2-64370534,S2-240618051,S2-507823990,S2-777016786,S2-868864783,S2-406883681,S2-576232947,S2-393450091,S2-782590463,S2-147064952,S2-872510324,S2-948975873,S2-285342808,S2-731803731,S2-232888938,S2-766119008,S2-664686791,S2-393575525,S2-68657614,S2-82808931,S2-466624414,S2-528013516,S2-684669175,S2-68167807,S2-626646674,S2-255666181,S2-494873193,S2-886248271,S2-781804800,S2-953578425,S2-538326717,S2-897964235,S2-596238118,S2-781043359,S2-635847864,S2-926119320,S2-685973696,S2-569704513,S2-95675588
S1-144274940	S2-218337544,S2-599938895,S3-725229629,S2-216275904,S2-54170641,S2-143123399,S2-828312527,S2-396288280,S2-214840597,S2-672670539,S2-60760542,S2-282986615,S2-789518067,S3-742720087,S3-866560548,S3-918783693,S3-97296249,S3-271549771,S3-914499665,S3-805102523,S3-507191192,S3-633523302,S3-249882353,S3-140516932,S3-847986271,S3-267411767,S3-27712362,S3-53931501,S3-395546098,S3-602353452,S3-403353997,S3-858896433,S3-39191477,S2-233474561,S2-672061424,S2-401195970,S2-396478383,S2-897519906,S2-415920913,S2-556758776,S2-134322582,S2-285540180,S2-342077334,S2-162383662,S2-911416233,S2-315473476,S2-750616562,S2-894686856,S2-57239955,S2-965175344,S2-945823952,S2-549189660,S2-813208361,S2-585485431,S2-699231311,S3-22088661,S3-124578688,S3-746937580,S3-547566998,S3-220516595
S1-381401087	S2-365295083,S2-430984136,S2-380406053,S2-71587645,S2-263528180,S2-407384748,S2-305995397,S2-365989908,S2-341563946,S2-895627620,S2-495285004,S2-456251773,S2-230390730,S3-326148123,S3-653399772,S3-201837476,S3-182189763,S3-645871579,S3-971794362,S3-544126199,S3-365620054,S3-248604123,S2-164289843,S2-425372183,S2-426366621,S3-668979909,S3-473042512,S3-670513615,S3-662320078,S3-939583847,S3-935073878,S3-615050376,S3-861989555,S3-726438576,S3-148838880,S3-778965123,S3-40576069,S2-613988796,S2-976686649,S2-367393299,S2-601844955,S2-70247207,S3-371339898,S3-778471399,S3-94009550,S3-697130859,S3-989345978,S3-210385810,S3-713552847,S3-346928341,S3-446085671,S3-341757544,S3-100115892,S2-10448722,S2-758127706,S2-565538562,S2-395418467,S2-666645917,S2-231024867,S2-203488185
